1001 0.002415
2001 0.002374
3001 0.007718
4001 0.008659
5001 0.0106
6001 0.015292
7001 0.023638
8001 0.025716
9001 0.031084
10001 0.042477
11001 0.060941
12001 0.070067
13001 0.073683
14001 0.082869
15001 0.097107
16001 0.109632
17001 0.137112
18001 0.161625
19001 0.190753
20001 0.242275
21001 0.273459
22001 0.272062
23001 0.32537
24001 0.334677
25001 0.386639
26001 0.411407
27001 0.416253
28001 0.44959
29001 0.510076
30001 0.541548
31001 0.538886
32001 0.574942
33001 0.494057
34001 0.569993
35001 0.632272
36001 0.597548
37001 0.789639
38001 0.831394
39001 0.857799
40001 0.876509
41001 1.07257
42001 1.1137
43001 1.08754
44001 1.08485
45001 1.20038
46001 1.41386
47001 1.4915
48001 1.51876
49001 1.60982
50001 1.63916
