30 0.000419
40 0.000611
50 0.001362
60 0.001521
70 0.00288
80 0.004017
90 0.003975
100 0.004888
110 0.011705
120 0.013105
130 0.016696
140 0.013121
150 0.019484
160 0.019164
170 0.024648
180 0.029022
190 0.038173
200 0.047766
210 0.045698
220 0.063344
230 0.062005
240 0.068627
250 0.078588
260 0.089607
270 0.095696
280 0.108699
290 0.114776
300 0.126069
310 0.144176
320 0.163594
330 0.179046
340 0.187028
350 0.200562
360 0.223614
370 0.2368
380 0.305805
390 0.270981
400 0.303084
410 0.31937
420 0.336884
430 0.388195
440 0.391207
450 0.433587
460 0.482057
470 0.489178
480 0.524549
490 0.573233
500 0.649561
