30 0.000297
40 0.000652
50 0.000822
60 0.00245
70 0.00305
80 0.004323
90 0.003706
100 0.004247
110 0.005108
120 0.006496
130 0.008305
140 0.014394
150 0.015366
160 0.020116
170 0.02163
180 0.02063
190 0.025221
200 0.029638
210 0.032376
220 0.037023
230 0.048613
240 0.046703
250 0.055939
260 0.055719
270 0.058347
280 0.066468
290 0.079933
300 0.083607
310 0.098263
320 0.101595
330 0.118497
340 0.108782
350 0.13469
360 0.139061
370 0.146672
380 0.155616
390 0.166528
400 0.181773
410 0.186094
420 0.192052
430 0.215189
440 0.208925
450 0.233711
460 0.239144
470 0.245161
480 0.260804
490 0.285524
500 0.309643
