1001 0.001747
2001 0.003313
3001 0.004531
4001 0.011487
5001 0.013074
6001 0.01301
7001 0.023971
8001 0.017277
9001 0.036729
10001 0.043776
11001 0.055766
12001 0.066911
13001 0.075513
14001 0.082044
15001 0.099674
16001 0.099286
17001 0.138527
18001 0.159225
19001 0.212998
20001 0.24317
21001 0.281944
22001 0.301318
23001 0.326379
24001 0.386266
25001 0.401157
26001 0.420613
27001 0.444226
28001 0.495108
29001 0.513336
30001 0.558664
31001 0.573665
32001 0.576746
33001 0.499387
34001 0.607395
35001 0.629483
36001 0.723614
37001 0.779846
38001 0.803105
39001 0.941894
40001 0.994472
41001 1.11123
42001 1.15124
43001 1.13816
44001 1.30327
45001 1.31383
46001 1.44851
47001 1.54031
48001 1.59625
49001 1.70285
50001 1.73424
