30 0.000325
40 0.001094
50 0.002175
60 0.00362
70 0.003601
80 0.007022
90 0.008446
100 0.007305
110 0.011807
120 0.01507
130 0.014691
140 0.019163
150 0.023145
160 0.028053
170 0.035997
180 0.044734
190 0.047986
200 0.052387
210 0.063013
220 0.072793
230 0.079156
240 0.087735
250 0.099732
260 0.110126
270 0.129571
280 0.144474
290 0.14893
300 0.168345
310 0.191664
320 0.206492
330 0.216871
340 0.235017
350 0.2671
360 0.268464
370 0.301111
380 0.319635
390 0.340335
400 0.386065
410 0.394053
420 0.426074
430 0.487065
440 0.48072
450 0.515725
460 0.549359
470 0.573568
480 0.602463
490 0.648135
500 0.685958
